customer_id,company_name,segment,region,industry,acquisition_date,contract_type,csm_name,mrr
C0025,Company_25,Mid-Market,North America,Healthcare,2023-01-26,monthly,CSM_1,2200
C0026,Company_26,Mid-Market,North America,Retail,2023-01-27,monthly,CSM_2,2280
C0027,Company_27,Mid-Market,APAC,Logistics,2023-01-28,annual,CSM_3,2360
C0028,Company_28,enterprise,APAC,EdTech,2023-01-29,monthly,CSM_4,2440
C0029,Company_29,enterprise,LATAM,SaaS,2023-01-30,monthly,CSM_5,2520
C0030,Company_30,SMB,EMEA,Energy,2023-01-31,annual,,200
C0031,Company_31,SMB,EMEA,Manufacturing,2023-02-01,monthly,,280
C0032,Company_32,SMB,EMEA,Finance,2023-02-02,monthly,,360
C0033,Company_33,SMB,EMEA,Healthcare,2023-02-03,annual,,440
C0034,Company_34,SMB,North America,Retail,2023-02-04,monthly,,520
C0035,Company_35,Mid-Market,North America,Logistics,2023-02-05,monthly,CSM_3,600
C0036,Company_36,Mid-Market,North America,EdTech,2023-02-06,annual,CSM_4,680
C0037,Company_37,Mid-Market,APAC,SaaS,2023-02-07,monthly,CSM_5,760
C0038,Company_38,enterprise,APAC,Energy,2023-02-08,monthly,CSM_6,840
C0039,Company_39,enterprise,LATAM,Manufacturing,2023-02-09,annual,CSM_7,920
C0040,Company_40,SMB,EMEA,Finance,2023-02-10,monthly,,1000
C0041,Company_41,SMB,EMEA,Healthcare,2023-02-11,monthly,,1080
C0042,Company_42,SMB,EMEA,Retail,2023-02-12,annual,,1160
C0043,Company_43,SMB,EMEA,Logistics,2023-02-13,monthly,,1240
C0044,Company_44,SMB,North America,EdTech,2023-02-14,monthly,,1320
C0045,Company_45,Mid-Market,North America,SaaS,2023-02-15,annual,CSM_5,1400
C0046,Company_46,Mid-Market,North America,Energy,2023-02-16,monthly,CSM_6,1480
C0047,Company_47,Mid-Market,APAC,Manufacturing,2023-02-17,monthly,CSM_7,1560
C0048,Company_48,enterprise,APAC,Finance,2023-02-18,annual,CSM_0,1640
C0049,Company_49,enterprise,LATAM,Healthcare,2023-02-19,monthly,CSM_1,1720
C0050,Company_50,SMB,EMEA,Retail,2023-02-20,monthly,,1800
C0051,Company_51,SMB,EMEA,Logistics,2023-02-21,annual,,1880
C0052,Company_52,SMB,EMEA,EdTech,2023-02-22,monthly,,1960
C0053,Company_53,SMB,EMEA,SaaS,2023-02-23,monthly,,2040
C0054,Company_54,SMB,North America,Energy,2023-02-24,annual,,2120
C0055,Company_55,Mid-Market,North America,Manufacturing,2023-02-25,monthly,CSM_7,2200
C0056,Company_56,Mid-Market,North America,Finance,2023-02-26,monthly,CSM_0,2280
C0057,Company_57,Mid-Market,APAC,Healthcare,2023-02-27,annual,CSM_1,2360
C0058,Company_58,enterprise,APAC,Retail,2023-02-28,monthly,CSM_2,2440
C0059,Company_59,enterprise,LATAM,Logistics,2023-03-01,monthly,CSM_3,2520
C0060,Company_60,SMB,EMEA,EdTech,2023-03-02,annual,,200
C0061,Company_61,SMB,EMEA,SaaS,2023-03-03,monthly,,280
C0062,Company_62,SMB,EMEA,Energy,2023-03-04,monthly,,360
C0063,Company_63,SMB,EMEA,Manufacturing,2023-03-05,annual,,440
C0064,Company_64,SMB,North America,Finance,2023-03-06,monthly,,520
C0065,Company_65,Mid-Market,North America,Healthcare,2023-03-07,monthly,CSM_1,600
C0066,Company_66,Mid-Market,North America,Retail,2023-03-08,annual,CSM_2,680
C0067,Company_67,Mid-Market,APAC,Logistics,2023-03-09,monthly,CSM_3,760
C0068,Company_68,enterprise,APAC,EdTech,2023-03-10,monthly,CSM_4,840
C0069,Company_69,enterprise,LATAM,SaaS,2023-03-11,annual,CSM_5,920
C0070,Company_70,SMB,EMEA,Energy,2023-03-12,monthly,,1000
C0071,Company_71,SMB,EMEA,Manufacturing,2023-03-13,monthly,,1080
C0072,Company_72,SMB,EMEA,Finance,2023-03-14,annual,,1160
C0073,Company_73,SMB,EMEA,Healthcare,2023-03-15,monthly,,1240
C0074,Company_74,SMB,North America,Retail,2023-03-16,monthly,,1320
C0075,Company_75,Mid-Market,North America,Logistics,2023-03-17,annual,CSM_3,1400
C0076,Company_76,Mid-Market,North America,EdTech,2023-03-18,monthly,CSM_4,1480
C0077,Company_77,Mid-Market,APAC,SaaS,2023-03-19,monthly,CSM_5,1560
C0078,Company_78,enterprise,APAC,Energy,2023-03-20,annual,CSM_6,1640
C0079,Company_79,enterprise,LATAM,Manufacturing,2023-03-21,monthly,CSM_7,1720
C0080,Company_80,SMB,EMEA,Finance,2023-03-22,monthly,,1800
C0081,Company_81,SMB,EMEA,Healthcare,2023-03-23,annual,,1880
C0082,Company_82,SMB,EMEA,Retail,2023-03-24,monthly,,1960
C0083,Company_83,SMB,EMEA,Logistics,2023-03-25,monthly,,2040
C0084,Company_84,SMB,North America,EdTech,2023-03-26,annual,,2120
C0085,Company_85,Mid-Market,North America,SaaS,2023-03-27,monthly,CSM_5,2200
C0086,Company_86,Mid-Market,North America,Energy,2023-03-28,monthly,CSM_6,2280
C0087,Company_87,Mid-Market,APAC,Manufacturing,2023-03-29,annual,CSM_7,2360
C0088,Company_88,enterprise,APAC,Finance,2023-03-30,monthly,CSM_0,2440
C0089,Company_89,enterprise,LATAM,Healthcare,2023-03-31,monthly,CSM_1,2520
C0090,Company_90,SMB,EMEA,Retail,2023-04-01,annual,,200
C0091,Company_91,SMB,EMEA,Logistics,2023-04-02,monthly,,280
C0092,Company_92,SMB,EMEA,EdTech,2023-04-03,monthly,,360
C0093,Company_93,SMB,EMEA,SaaS,2023-04-04,annual,,440
C0094,Company_94,SMB,North America,Energy,2023-04-05,monthly,,520
C0095,Company_95,Mid-Market,North America,Manufacturing,2023-04-06,monthly,CSM_7,600
C0096,Company_96,Mid-Market,North America,Finance,2023-04-07,annual,CSM_0,680
C0097,Company_97,Mid-Market,APAC,Healthcare,2023-04-08,monthly,CSM_1,760
C0098,Company_98,enterprise,APAC,Retail,2023-04-09,monthly,CSM_2,840
C0099,Company_99,enterprise,LATAM,Logistics,2023-04-10,annual,CSM_3,920
C0100,Company_100,SMB,EMEA,EdTech,2023-04-11,monthly,,1000
C0101,Company_101,SMB,EMEA,SaaS,2023-04-12,monthly,,1080
C0102,Company_102,SMB,EMEA,Energy,2023-04-13,annual,,1160
C0103,Company_103,SMB,EMEA,Manufacturing,2023-04-14,monthly,,1240
C0104,Company_104,SMB,North America,Finance,2023-04-15,monthly,,1320
C0105,Company_105,Mid-Market,North America,Healthcare,2023-04-16,annual,CSM_1,1400
C0106,Company_106,Mid-Market,North America,Retail,2023-04-17,monthly,CSM_2,1480
C0107,Company_107,Mid-Market,APAC,Logistics,2023-04-18,monthly,CSM_3,1560
C0108,Company_108,enterprise,APAC,EdTech,2023-04-19,annual,CSM_4,1640
C0109,Company_109,enterprise,LATAM,SaaS,2023-04-20,monthly,CSM_5,1720
C0110,Company_110,SMB,EMEA,Energy,2023-04-21,monthly,,1800
C0111,Company_111,SMB,EMEA,Manufacturing,2023-04-22,annual,,1880
C0112,Company_112,SMB,EMEA,Finance,2023-04-23,monthly,,1960
C0113,Company_113,SMB,EMEA,Healthcare,2023-04-24,monthly,,2040
C0114,Company_114,SMB,North America,Retail,2023-04-25,annual,,2120
C0115,Company_115,Mid-Market,North America,Logistics,2023-04-26,monthly,CSM_3,2200
C0116,Company_116,Mid-Market,North America,EdTech,2023-04-27,monthly,CSM_4,2280
C0117,Company_117,Mid-Market,APAC,SaaS,2023-04-28,annual,CSM_5,2360
C0118,Company_118,enterprise,APAC,Energy,2023-04-29,monthly,CSM_6,2440
C0119,Company_119,enterprise,LATAM,Manufacturing,2023-04-30,monthly,CSM_7,2520
C0120,Company_120,SMB,EMEA,Finance,2023-05-01,annual,,200
C0121,Company_121,SMB,EMEA,Healthcare,2023-05-02,monthly,,280
C0122,Company_122,SMB,EMEA,Retail,2023-05-03,monthly,,360
C0123,Company_123,SMB,EMEA,Logistics,2023-05-04,annual,,440
C0124,Company_124,SMB,North America,EdTech,2023-05-05,monthly,,520
C0125,Company_125,Mid-Market,North America,SaaS,2023-05-06,monthly,CSM_5,600
C0126,Company_126,Mid-Market,North America,Energy,2023-05-07,annual,CSM_6,680
C0127,Company_127,Mid-Market,APAC,Manufacturing,2023-05-08,monthly,CSM_7,760
C0128,Company_128,enterprise,APAC,Finance,2023-05-09,monthly,CSM_0,840
C0129,Company_129,enterprise,LATAM,Healthcare,2023-05-10,annual,CSM_1,920
C0130,Company_130,SMB,EMEA,Retail,2023-05-11,monthly,,1000
C0131,Company_131,SMB,EMEA,Logistics,2023-05-12,monthly,,1080
C0132,Company_132,SMB,EMEA,EdTech,2023-05-13,annual,,1160
C0133,Company_133,SMB,EMEA,SaaS,2023-05-14,monthly,,1240
C0134,Company_134,SMB,North America,Energy,2023-05-15,monthly,,1320
C0135,Company_135,Mid-Market,North America,Manufacturing,2023-05-16,annual,CSM_7,1400
C0136,Company_136,Mid-Market,North America,Finance,2023-05-17,monthly,CSM_0,1480
C0137,Company_137,Mid-Market,APAC,Healthcare,2023-05-18,monthly,CSM_1,1560
C0138,Company_138,enterprise,APAC,Retail,2023-05-19,annual,CSM_2,1640
C0139,Company_139,enterprise,LATAM,Logistics,2023-05-20,monthly,CSM_3,1720
C0140,Company_140,SMB,EMEA,EdTech,2023-05-21,monthly,,1800
C0141,Company_141,SMB,EMEA,SaaS,2023-05-22,annual,,1880
C0142,Company_142,SMB,EMEA,Energy,2023-05-23,monthly,,1960
C0143,Company_143,SMB,EMEA,Manufacturing,2023-05-24,monthly,,2040
C0144,Company_144,SMB,North America,Finance,2023-05-25,annual,,2120
C0145,Company_145,Mid-Market,North America,Healthcare,2023-05-26,monthly,CSM_1,2200
C0146,Company_146,Mid-Market,North America,Retail,2023-05-27,monthly,CSM_2,2280
C0147,Company_147,Mid-Market,APAC,Logistics,2023-05-28,annual,CSM_3,2360
C0148,Company_148,enterprise,APAC,EdTech,2023-05-29,monthly,CSM_4,2440
C0149,Company_149,enterprise,LATAM,SaaS,2023-05-30,monthly,CSM_5,2520
C0150,Company_150,SMB,EMEA,Energy,2023-05-31,annual,,200
C0151,Company_151,SMB,EMEA,Manufacturing,2023-06-01,monthly,,280
C0152,Company_152,SMB,EMEA,Finance,2023-06-02,monthly,,360
C0153,Company_153,SMB,EMEA,Healthcare,2023-06-03,annual,,440
C0154,Company_154,SMB,North America,Retail,2023-06-04,monthly,,520
C0155,Company_155,Mid-Market,North America,Logistics,2023-06-05,monthly,CSM_3,600
C0156,Company_156,Mid-Market,North America,EdTech,2023-06-06,annual,CSM_4,680
C0157,Company_157,Mid-Market,APAC,SaaS,2023-06-07,monthly,CSM_5,760
C0158,Company_158,enterprise,APAC,Energy,2023-06-08,monthly,CSM_6,840
C0159,Company_159,enterprise,LATAM,Manufacturing,2023-06-09,annual,CSM_7,920
C0160,Company_160,SMB,EMEA,Finance,2023-06-10,monthly,,1000
C0161,Company_161,SMB,EMEA,Healthcare,2023-06-11,monthly,,1080
C0162,Company_162,SMB,EMEA,Retail,2023-06-12,annual,,1160
C0163,Company_163,SMB,EMEA,Logistics,2023-06-13,monthly,,1240
C0164,Company_164,SMB,North America,EdTech,2023-06-14,monthly,,1320
C0165,Company_165,Mid-Market,North America,SaaS,2023-06-15,annual,CSM_5,1400
C0166,Company_166,Mid-Market,North America,Energy,2023-06-16,monthly,CSM_6,1480
C0167,Company_167,Mid-Market,APAC,Manufacturing,2023-06-17,monthly,CSM_7,1560
C0168,Company_168,enterprise,APAC,Finance,2023-06-18,annual,CSM_0,1640
C0169,Company_169,enterprise,LATAM,Healthcare,2023-06-19,monthly,CSM_1,1720
C0170,Company_170,SMB,EMEA,Retail,2023-06-20,monthly,,1800
C0171,Company_171,SMB,EMEA,Logistics,2023-06-21,annual,,1880
C0172,Company_172,SMB,EMEA,EdTech,2023-06-22,monthly,,1960
C0173,Company_173,SMB,EMEA,SaaS,2023-06-23,monthly,,2040
C0174,Company_174,SMB,North America,Energy,2023-06-24,annual,,2120
C0175,Company_175,Mid-Market,North America,Manufacturing,2023-06-25,monthly,CSM_7,2200
C0176,Company_176,Mid-Market,North America,Finance,2023-06-26,monthly,CSM_0,2280
C0177,Company_177,Mid-Market,APAC,Healthcare,2023-06-27,annual,CSM_1,2360
C0178,Company_178,enterprise,APAC,Retail,2023-06-28,monthly,CSM_2,2440
C0179,Company_179,enterprise,LATAM,Logistics,2023-06-29,monthly,CSM_3,2520
C0180,Company_180,SMB,EMEA,EdTech,2023-06-30,annual,,200
C0181,Company_181,SMB,EMEA,SaaS,2023-07-01,monthly,,280
C0182,Company_182,SMB,EMEA,Energy,2023-07-02,monthly,,360
C0183,Company_183,SMB,EMEA,Manufacturing,2023-07-03,annual,,440
C0184,Company_184,SMB,North America,Finance,2023-07-04,monthly,,520
C0185,Company_185,Mid-Market,North America,Healthcare,2023-07-05,monthly,CSM_1,600
C0186,Company_186,Mid-Market,North America,Retail,2023-07-06,annual,CSM_2,680
C0187,Company_187,Mid-Market,APAC,Logistics,2023-07-07,monthly,CSM_3,760
C0188,Company_188,enterprise,APAC,EdTech,2023-07-08,monthly,CSM_4,840
C0189,Company_189,enterprise,LATAM,SaaS,2023-07-09,annual,CSM_5,920
C0190,Company_190,SMB,EMEA,Energy,2023-07-10,monthly,,1000
C0191,Company_191,SMB,EMEA,Manufacturing,2023-07-11,monthly,,1080
C0192,Company_192,SMB,EMEA,Finance,2023-07-12,annual,,1160
C0193,Company_193,SMB,EMEA,Healthcare,2023-07-13,monthly,,1240
C0194,Company_194,SMB,North America,Retail,2023-07-14,monthly,,1320
C0195,Company_195,Mid-Market,North America,Logistics,2023-07-15,annual,CSM_3,1400
C0196,Company_196,Mid-Market,North America,EdTech,2023-07-16,monthly,CSM_4,1480
C0197,Company_197,Mid-Market,APAC,SaaS,2023-07-17,monthly,CSM_5,1560
C0198,Company_198,enterprise,APAC,Energy,2023-07-18,annual,CSM_6,1640
C0199,Company_199,enterprise,LATAM,Manufacturing,2023-07-19,monthly,CSM_7,1720
