ticket_id,customer_id,open_date,close_date,priority,channel,csat_score
e777877b-2701-44de-bd7f-d38d76530fd9,C0036,2023-02-06,2023-02-08,medium,chat,4
76ae0621-27cd-4c80-8961-2c146e98d6cb,C0037,2023-02-07,2023-02-09,medium,chat,4
19f6438f-6fc6-4848-8549-e8ced92460e6,C0038,2023-02-08,2023-02-10,high,phone,5
fe04b77e-0f74-4f6f-84ed-20b3d322e81e,C0039,2023-02-09,2023-02-08,critical,self-service,5
28bd4274-9ede-44ef-8a74-ff6a0b1fa928,C0040,2023-02-10,2023-02-12,low,email,1
a75f4f29-7db9-4999-9f16-e7d0d2c1fdea,C0041,2023-02-11,2023-02-13,low,email,2
430bb610-df24-4846-94b4-4998586c13de,C0042,2023-02-12,2023-02-14,low,email,2
9077d000-e6f5-4c67-a686-247f31182cee,C0043,2023-02-13,2023-02-15,low,email,3
afe67d27-559e-4b1a-90e8-05949a10b915,C0044,2023-02-14,2023-02-16,low,email,3
34bd2806-2bf4-4c3b-be27-e0a895a770db,C0045,2023-02-15,2023-02-17,medium,chat,4
b709c240-edd2-4849-b5e6-a1f3a5cb4f19,C0046,2023-02-16,2023-02-18,medium,chat,4
19d3b168-aa4f-4245-9cce-4ba533e100a6,C0047,2023-02-17,2023-02-19,medium,chat,4
0a8a56c5-edfd-40b3-ad21-23cb212e9cf2,C0048,2023-02-18,2023-02-20,high,phone,5
ce1fb698-047f-4cea-8c5c-bff15f822fec,C0049,2023-02-19,2023-02-18,critical,self-service,5
ba4921f5-bfe8-49bb-8f22-dfc00674fe11,C0050,2023-02-20,2023-02-22,low,email,1
b37a857d-d814-427b-94c6-878ac0d36afe,C0051,2023-02-21,2023-02-23,low,email,2
c01c976f-b1f6-405e-a616-0c75aee7e5ef,C0052,2023-02-22,2023-02-24,low,email,2
d001419e-4085-4ced-92ac-e4739fff8e86,C0053,2023-02-23,2023-02-25,low,email,3
931dcf75-d742-475b-9aa3-23bb78168aa9,C0054,2023-02-24,2023-02-26,low,email,3
e60c3f06-e6e1-4bf2-b0b7-0552aa6ac9d3,C0055,2023-02-25,2023-02-27,medium,chat,4
76a78e9b-7d03-4508-8989-24927e996013,C0056,2023-02-26,2023-02-28,medium,chat,4
d79aa32c-1dcf-4f74-9cd1-9b435d15249e,C0057,2023-02-27,2023-03-01,medium,chat,4
a28fafc2-450d-48f8-ad02-af419dbb4ad5,C0058,2023-02-28,2023-03-02,high,phone,5
58abeb60-86be-49c8-9ec1-3b5f78f7673b,C0059,2023-03-01,2023-02-28,critical,self-service,5
2828cc42-b0b5-4b96-90a0-c976d1142bbe,C0060,2023-03-02,2023-03-04,low,email,1
c4c00684-f1de-4ac2-ab0f-241cfa3a3d9f,C0061,2023-03-03,2023-03-05,low,email,2
1abc0832-b405-4bd9-bdbd-3e6dd9046c56,C0062,2023-03-04,2023-03-06,low,email,2
20b63e3e-e7af-4c40-898c-cbcd90d7f255,C0063,2023-03-05,2023-03-07,low,email,3
485428d0-2d8d-4c61-a3f7-1b9d839e02a9,C0064,2023-03-06,2023-03-08,low,email,3
c07c5f02-2a6b-4b00-8d01-a8ef961c9da1,C0065,2023-03-07,2023-03-09,medium,chat,4
2d73da3e-858b-454d-a3a3-cc1015c79022,C0066,2023-03-08,2023-03-10,medium,chat,4
6e78d694-4f37-426f-85a0-b511e7d560a9,C0067,2023-03-09,2023-03-11,medium,chat,4
9d9e076c-f3a8-41b8-8f29-066f219cd1e6,C0068,2023-03-10,2023-03-12,high,phone,5
17bf2e27-56a3-4c8b-b0ad-6a2a7b731371,C0069,2023-03-11,2023-03-10,critical,self-service,5
ad08b956-ca23-4534-9162-73b78804ef66,C0070,2023-03-12,2023-03-14,low,email,1
053f0392-ce90-4439-920b-82e6fe06efbb,C0071,2023-03-13,2023-03-15,low,email,2
2083457b-4c36-4aef-9e0c-64fc8ba58786,C0072,2023-03-14,2023-03-16,low,email,2
fcdb2b82-143e-4299-8e9e-426b400e110c,C0073,2023-03-15,2023-03-17,low,email,3
834a7dc4-29fa-4c32-9652-6c66f072a206,C0074,2023-03-16,2023-03-18,low,email,3
e229349a-e0ff-4380-9844-3d7814c8f4d5,C0075,2023-03-17,2023-03-19,medium,chat,4
c23cd5c1-45a6-4b3d-aa8c-9ab99f006c8b,C0076,2023-03-18,2023-03-20,medium,chat,4
0dcd566a-787d-4d76-96cb-432e50bc7d57,C0077,2023-03-19,2023-03-21,medium,chat,4
ecbbf8a9-229f-47db-ba70-af67b6d3d6c9,C0078,2023-03-20,2023-03-22,high,phone,5
c5cdee38-ee2a-4693-84b1-24569425b99a,C0079,2023-03-21,2023-03-20,critical,self-service,5
8cdc768a-73d4-45dd-93c0-e9a23c776fc4,C0080,2023-03-22,2023-03-24,low,email,1
701f43fd-293f-4ead-be60-47ae2b34ba3a,C0081,2023-03-23,2023-03-25,low,email,2
3b88bffb-225c-4653-9da4-131a58c1a8b6,C0082,2023-03-24,2023-03-26,low,email,2
5c1dfb1c-05d1-41db-a021-5e9de7a22268,C0083,2023-03-25,2023-03-27,low,email,3
fe4445df-edae-4f82-91f0-5744c9142714,C0084,2023-03-26,2023-03-28,low,email,3
e1c14c79-d46b-4ca6-ab33-9847d7e18e63,C0085,2023-03-27,2023-03-29,medium,chat,4
d1c74735-f553-49a8-a6a6-77d9421947ac,C0086,2023-03-28,2023-03-30,medium,chat,4
41f1d985-6e5a-4b00-a544-9e23b5c3efd4,C0087,2023-03-29,2023-03-31,medium,chat,4
71b38e4d-b155-4a59-b7d1-8f416c98cd7d,C0088,2023-03-30,2023-04-01,high,phone,5
b477b714-7bd9-4969-8bca-00ba8e3cc08a,C0089,2023-03-31,2023-03-30,critical,self-service,5
fabacdc1-b049-4995-bac7-f4ab1e9986db,C0090,2023-04-01,2023-04-03,low,email,1
d6ce8faa-4557-4d70-ae34-624ee875bb58,C0091,2023-04-02,2023-04-04,low,email,2
7e6d4ef7-ce2f-4222-88dc-b1abe435d34b,C0092,2023-04-03,2023-04-05,low,email,2
d427664d-d59b-4b42-a148-6bbe3f65ae18,C0093,2023-04-04,2023-04-06,low,email,3
6e12a5a8-6c7c-4fe0-a079-062d72332ba2,C0094,2023-04-05,2023-04-07,low,email,3
2fda745c-d854-431a-bd2b-d632133b567e,C0095,2023-04-06,2023-04-08,medium,chat,4
efc3c43d-29ba-46dd-a540-731d13ccc2c1,C0096,2023-04-07,2023-04-09,medium,chat,4
de09a881-87c5-4fde-bae0-4acaa105f1a2,C0097,2023-04-08,2023-04-10,medium,chat,4
cc1ba71c-4c8d-4341-968c-20f5589fca45,C0098,2023-04-09,2023-04-11,high,phone,5
fcc70e16-50e9-42e8-8eaf-a8c59840f697,C0099,2023-04-10,2023-04-09,critical,self-service,5
1874c890-865e-4e4a-8c8e-2f052a55555d,C0100,2023-04-11,2023-04-13,low,email,1
12b39db7-bae0-4402-8f1e-33b6b8a05c83,C0101,2023-04-12,2023-04-14,low,email,2
4b8d5c42-b7e2-44fd-9a00-4fed33fde793,C0102,2023-04-13,2023-04-15,low,email,2
1bbb4452-270f-470d-a123-bd5f9f6a2788,C0103,2023-04-14,2023-04-16,low,email,3
a7605d72-57f0-4ba0-8a05-9495c74df0e7,C0104,2023-04-15,2023-04-17,low,email,3
ac31bf5b-030b-4833-abdd-c4282908ce46,C0105,2023-04-16,2023-04-18,medium,chat,4
d5330427-fa15-4e02-982f-4d4031e7f511,C0106,2023-04-17,2023-04-19,medium,chat,4
ff5bdfe1-025b-405d-91f5-4c58955489d7,C0107,2023-04-18,2023-04-20,medium,chat,4
a70bab24-d947-400b-bdb7-441ee4d45581,C0108,2023-04-19,2023-04-21,high,phone,5
9d930c23-1b24-46a8-b64f-711d203b1c6f,C0109,2023-04-20,2023-04-19,critical,self-service,5
971023d5-c90b-42b8-b9ff-f8525cd37706,C0110,2023-04-21,2023-04-23,low,email,1
af11d282-dfb5-4480-91cd-df4629b48724,C0111,2023-04-22,2023-04-24,low,email,2
a98949a2-cb03-436e-91a8-56dba420ec1e,C0112,2023-04-23,2023-04-25,low,email,2
351750f0-c863-44de-9989-2bce2b959eff,C0113,2023-04-24,2023-04-26,low,email,3
de2491a3-fa95-41bb-8e67-d2af05a656b9,C0114,2023-04-25,2023-04-27,low,email,3
d7ee4ffe-40b5-420e-a0c4-3e7aa985ffcd,C0115,2023-04-26,2023-04-28,medium,chat,4
3b6113c4-ace4-4f15-8c37-b32b823ce9a6,C0116,2023-04-27,2023-04-29,medium,chat,4
8bc0c3ef-23d0-4b04-9f5a-f28836c56b04,C0117,2023-04-28,2023-04-30,medium,chat,4
25f99f44-3d22-4c42-851c-a4786d161ea8,C0118,2023-04-29,2023-05-01,high,phone,5
f63d9bde-97fb-4ac3-ae0c-76c216fe4b65,C0119,2023-04-30,2023-04-29,critical,self-service,5
54ab0056-22fa-44fe-a9ce-a22e7b9d7105,C0120,2023-05-01,2023-05-03,low,email,1
371d2c76-27cc-44a5-8f31-e1cfdafdb0db,C0121,2023-05-02,2023-05-04,low,email,2
88b6830b-2be1-4b90-ab05-c2ab6742906d,C0122,2023-05-03,2023-05-05,low,email,2
c2d1a43f-0fd7-460a-afd2-69841ed018dc,C0123,2023-05-04,2023-05-06,low,email,3
ffad7e9c-d795-4660-8c70-b96960e1c3bb,C0124,2023-05-05,2023-05-07,low,email,3
323bd27a-3bdc-420f-a1af-ee6a475ca198,C0125,2023-05-06,2023-05-08,medium,chat,4
444b634a-d85c-402e-aabf-77a939407d61,C0126,2023-05-07,2023-05-09,medium,chat,4
84d203aa-5b96-49e5-810f-f0dba2189655,C0127,2023-05-08,2023-05-10,medium,chat,4
f9a3a5af-a69d-486b-88c1-c29184471b02,C0128,2023-05-09,2023-05-11,high,phone,5
c58c0d44-4b04-47b3-86cf-95122bab3870,C0129,2023-05-10,2023-05-09,critical,self-service,5
56fcf48a-0912-48bb-bf6e-9dd851e52fb7,C0130,2023-05-11,2023-05-13,low,email,1
bfd5f739-19a0-4885-ade5-a33bbc29a2da,C0131,2023-05-12,2023-05-14,low,email,2
e7e57150-b774-44af-abcc-0689200d9d59,C0132,2023-05-13,2023-05-15,low,email,2
a64b303c-c165-4a6b-83d2-001d5f94789a,C0133,2023-05-14,2023-05-16,low,email,3
d9186ba7-4186-4883-9514-6a86d1a2c758,C0134,2023-05-15,2023-05-17,low,email,3
20e26990-19b5-43d2-810e-8efc33667df1,C0135,2023-05-16,2023-05-18,medium,chat,4
fa7054ca-a449-40f3-a7de-c83c2b00ad32,C0136,2023-05-17,2023-05-19,medium,chat,4
a1cbd59f-8293-4ab8-972c-c4e8fac00b65,C0137,2023-05-18,2023-05-20,medium,chat,4
7cdc6861-ff09-427f-bf7f-6d98c14ea546,C0138,2023-05-19,2023-05-21,high,phone,5
21ee64dd-d06b-4035-a0ea-bcb9d1d5375a,C0139,2023-05-20,2023-05-19,critical,self-service,5
15ed1fad-73e7-491e-ab54-1ce6e68e922c,C0140,2023-05-21,2023-05-23,low,email,1
ace5eee2-6e4c-4945-9186-d386a5092597,C0141,2023-05-22,2023-05-24,low,email,2
ca75b1ea-8643-4a30-94c0-8b27084f4068,C0142,2023-05-23,2023-05-25,low,email,2
97bc7f14-8ae7-4abd-ac30-f692f545abd7,C0143,2023-05-24,2023-05-26,low,email,3
5fb59196-3b25-455e-b99e-f205bb7d57df,C0144,2023-05-25,2023-05-27,low,email,3
d5771a77-62aa-427e-8347-3a6c02c87337,C0145,2023-05-26,2023-05-28,medium,chat,4
6f262068-3ac4-47aa-91e8-1c0e1a050726,C0146,2023-05-27,2023-05-29,medium,chat,4
36847fe0-f62c-4ded-87d9-533ff19a2df2,C0147,2023-05-28,2023-05-30,medium,chat,4
39922618-312b-4549-8ee7-7ef870260481,C0148,2023-05-29,2023-05-31,high,phone,5
bcacd084-d24f-4db8-8df0-96a96a84b474,C0149,2023-05-30,2023-05-29,critical,self-service,5
d5ade32c-0091-4ce2-9294-d24eb3d8ff0b,C0150,2023-05-31,2023-06-02,low,email,1
44f1c2d7-d4d1-4893-a237-2ce9340733bd,C0151,2023-06-01,2023-06-03,low,email,2
1fe075f8-32a7-4392-9df7-7afd2ddbbb93,C0152,2023-06-02,2023-06-04,low,email,2
8f0c4342-6f09-4e66-9900-06824dce8d65,C0153,2023-06-03,2023-06-05,low,email,3
41822c03-9bd4-43f5-95e8-e146e9872140,C0154,2023-06-04,2023-06-06,low,email,3
cf14e7ff-4c7f-4e46-af8e-e5ad6236539c,C0155,2023-06-05,2023-06-07,medium,chat,4
ee9f5673-e4cc-4df9-9dcf-223f093347b7,C0156,2023-06-06,2023-06-08,medium,chat,4
97147046-f368-4256-bbf2-2bf95dd3ae7c,C0157,2023-06-07,2023-06-09,medium,chat,4
27950b66-80ec-4cee-a335-694b3f4405e6,C0158,2023-06-08,2023-06-10,high,phone,5
c3e76914-98a8-429d-a46c-6ae60ec03917,C0159,2023-06-09,2023-06-08,critical,self-service,5
1fd186ca-7602-4033-a9c7-e37a74242cb1,C0160,2023-06-10,2023-06-12,low,email,1
d5aabe2b-be96-433a-84fd-b508ef688e8f,C0161,2023-06-11,2023-06-13,low,email,2
3cf3848a-2723-469f-b571-dfaee0a5cb50,C0162,2023-06-12,2023-06-14,low,email,2
d000f165-e24e-4fd1-b811-8491dcd7ae8d,C0163,2023-06-13,2023-06-15,low,email,3
ec5f16f9-8ef6-4e91-a44f-7c36dda4ffb7,C0164,2023-06-14,2023-06-16,low,email,3
ad53d2b0-313a-402d-bbdb-1d7be127720b,C0165,2023-06-15,2023-06-17,medium,chat,4
819b2fb9-9006-4cc9-8e1f-dd3521b87ef4,C0166,2023-06-16,2023-06-18,medium,chat,4
97679a00-57bf-408e-bb65-bbb52b757cea,C0167,2023-06-17,2023-06-19,medium,chat,4
e4f7b5bc-e331-41a5-a63c-1d46e640f00f,C0168,2023-06-18,2023-06-20,high,phone,5
98127554-a92b-4b94-b239-bf22dd7dc53a,C0169,2023-06-19,2023-06-18,critical,self-service,5
8e4f988b-8283-4cc4-9e32-bc8753d72575,C0170,2023-06-20,2023-06-22,low,email,1
1ec71194-b1f8-45b5-92a9-34d7a4e825b9,C0171,2023-06-21,2023-06-23,low,email,2
39963547-97d0-41e0-9c70-e6a9934b3c2c,C0172,2023-06-22,2023-06-24,low,email,2
f558952e-0c8e-4d23-af29-d5124ddccd7d,C0173,2023-06-23,2023-06-25,low,email,3
6d7942b1-b7af-490c-bf0d-2c2c7d0f6c2a,C0174,2023-06-24,2023-06-26,low,email,3
9e40741e-e1ad-4913-9370-e68a39fbc294,C0175,2023-06-25,2023-06-27,medium,chat,4
4fd84c8b-c4e3-4133-a01d-07cf18747f63,C0176,2023-06-26,2023-06-28,medium,chat,4
f6afb907-f0a5-42cf-aee0-80686afb5607,C0177,2023-06-27,2023-06-29,medium,chat,4
c7923826-a45e-4f09-86eb-ea505b2dbaaa,C0178,2023-06-28,2023-06-30,high,phone,5
83b902dc-ee4c-4a44-b203-ae9e39379542,C0179,2023-06-29,2023-06-28,critical,self-service,5
23394d54-6194-4cf7-b7ed-1ad32dc5643b,C0180,2023-06-30,2023-07-02,low,email,1
a1deeac2-8af0-423a-9c2d-e6eb32118361,C0181,2023-07-01,2023-07-03,low,email,2
84e411ad-03d4-453e-a2c7-23fe9443cede,C0182,2023-07-02,2023-07-04,low,email,2
cdf8f002-dc65-4a13-9f57-8a0872ae2c3f,C0183,2023-07-03,2023-07-05,low,email,3
b3e920b3-6ac4-4d48-9e2e-0711c9c12bca,C0184,2023-07-04,2023-07-06,low,email,3
6dc2135b-8b75-4ca8-8cca-5936e6047f81,C0185,2023-07-05,2023-07-07,medium,chat,4
2898f0d2-a04a-4099-b37c-176d702dda42,C0186,2023-07-06,2023-07-08,medium,chat,4
beea0d5a-1513-43e8-9bdc-add83c854344,C0187,2023-07-07,2023-07-09,medium,chat,4
b4f7ce54-3c26-40bd-baa7-a241b8c17f4d,C0188,2023-07-08,2023-07-10,high,phone,5
a108366d-3ed6-4d3f-951d-4893b0c3a1b8,C0189,2023-07-09,2023-07-08,critical,self-service,5
6db31c51-c4b2-4fe9-b0a8-dd44a470792f,C0190,2023-07-10,2023-07-12,low,email,1
7da04931-7e77-4ec2-ae94-a89b6d00f186,C0191,2023-07-11,2023-07-13,low,email,2
f6aace4d-59f2-45de-8eef-a8f1a736c55c,C0192,2023-07-12,2023-07-14,low,email,2
5eb41291-da81-43c3-b57c-c1a5008166b2,C0193,2023-07-13,2023-07-15,low,email,3
600d9470-176a-4a42-b117-c198c23b4a81,C0194,2023-07-14,2023-07-16,low,email,3
387c669f-5e28-4487-9346-76e0ccc14829,C0195,2023-07-15,2023-07-17,medium,chat,4
703aba9d-88c5-4907-b43e-22a034821e6a,C0196,2023-07-16,2023-07-18,medium,chat,4
c81d3d86-2b43-4089-ae26-adf5ac182093,C0197,2023-07-17,2023-07-19,medium,chat,4
5095e574-7163-424e-843b-cecd25c5ceb1,C0198,2023-07-18,2023-07-20,high,phone,5
94183607-3711-4212-bf8c-3925b81be36e,C0199,2023-07-19,2023-07-18,critical,self-service,5
8b45d48e-c8c2-47af-9866-98dacdbd2e40,C0000,2023-07-20,2023-07-22,low,email,1
75a991c2-a197-40c8-af24-1a9f04c901f4,C0001,2023-07-21,2023-07-23,low,email,2
515f582c-dc51-404f-aa0e-66104818b559,C0002,2023-07-22,2023-07-24,low,email,2
86e47f8b-11eb-4f82-9ae0-9785a5fbf0fb,C0003,2023-07-23,2023-07-25,low,email,3
6cdbf22e-4503-4767-8668-a318976df144,C0004,2023-07-24,2023-07-26,low,email,3
8757a3f5-5742-41da-9014-6e2b42ed051b,C0005,2023-07-25,2023-07-27,medium,chat,4
2b8a25a8-5cf6-488a-a8a2-680a3504c7eb,C0006,2023-07-26,2023-07-28,medium,chat,4
486d8ff5-7f1f-4545-ba28-da2d3a7bdb10,C0007,2023-07-27,2023-07-29,medium,chat,4
83d7860e-fc45-4694-9022-5a239163ef1a,C0008,2023-07-28,2023-07-30,high,phone,5
01093997-a3f1-4b81-a3ab-e83d959890fb,C0009,2023-07-29,2023-07-28,critical,self-service,5
f9305451-9e79-47d9-a0a1-d202072b5293,C0010,2023-07-30,2023-08-01,low,email,1
3e371f16-e39a-4f96-8c31-57f687bc5142,C0011,2023-07-31,2023-08-02,low,email,2
510bc27b-7e00-4ca8-93f7-bef21ae69f57,C0012,2023-08-01,2023-08-03,low,email,2
1c9b3873-0da8-4571-8cd5-8b4768880cae,C0013,2023-08-02,2023-08-04,low,email,3
e76783c6-eb3c-4068-ab84-06f8df4e5aa7,C0014,2023-08-03,2023-08-05,low,email,3
a9d79960-70ea-49ec-9a79-764fb77eda43,C0015,2023-08-04,2023-08-06,medium,chat,4
c0e5eebb-e4c7-489d-984d-eb8c23717365,C0016,2023-08-05,2023-08-07,medium,chat,4
e217c3f6-62e7-4239-99b8-5ae11b9bb628,C0017,2023-08-06,2023-08-08,medium,chat,4
45859180-d70b-4357-94df-5a00eb6c254f,C0018,2023-08-07,2023-08-09,high,phone,5
5c7de3f7-3ee8-41df-9782-fc7208a3443f,C0019,2023-08-08,2023-08-07,critical,self-service,5
6b164973-d557-4bc2-b074-32bf13e136e6,C0020,2023-08-09,2023-08-11,low,email,1
9f3d28a3-6fb3-432c-a6cb-e2db495ee169,C0021,2023-08-10,2023-08-12,low,email,2
9274d932-16a8-4a75-b79a-300f6eb3db74,C0022,2023-08-11,2023-08-13,low,email,2
054cc388-cf20-493b-9309-36ef7aa951c3,C0023,2023-08-12,2023-08-14,low,email,3
7eca7b92-c0d4-4a3e-bd4e-2bd558105b3e,C0024,2023-08-13,2023-08-15,low,email,3
6c4aaee2-8292-4872-852b-5fec5ee76532,C0025,2023-08-14,2023-08-16,medium,chat,4
060c7d38-4163-4ac3-b6c1-9656f50dc420,C0026,2023-08-15,2023-08-17,medium,chat,4
45158e89-55ec-403f-97ad-5f6812bbabff,C0027,2023-08-16,2023-08-18,medium,chat,4
b72f048f-ecbf-4a30-9f28-d66b7d988145,C0028,2023-08-17,2023-08-19,high,phone,5
2d79dd87-5824-412b-a1e3-404af3563df6,C0029,2023-08-18,2023-08-17,critical,self-service,5
b1406063-ce0a-4b5f-a644-45b9fe379c80,C0030,2023-08-19,2023-08-21,low,email,1
73823d2a-a463-44e5-a07b-9b82ce72aa16,C0031,2023-08-20,2023-08-22,low,email,2
34ae8303-0da8-444a-97ee-523670234dfe,C0032,2023-08-21,2023-08-23,low,email,2
58d35e71-1a37-40fd-9704-4744bac2c4ca,C0033,2023-08-22,2023-08-24,low,email,3
e5da1c7a-681d-4084-b51e-e46efda0bc11,C0034,2023-08-23,2023-08-25,low,email,3
e03038ec-52d4-4807-a525-8fdc2b772746,C0035,2023-08-24,2023-08-26,medium,chat,4
1937580d-85c4-483e-a91f-8c41e1ef43f1,C0036,2023-08-25,2023-08-27,medium,chat,4
749fbf65-0ee7-4832-8c7d-b60b48aa8752,C0037,2023-08-26,2023-08-28,medium,chat,4
addbfb40-c229-45ea-ab36-cc4a186f8481,C0038,2023-08-27,2023-08-29,high,phone,5
1bc233a0-8887-4c62-95ad-9fde468ca597,C0039,2023-08-28,2023-08-27,critical,self-service,5
bb00f4bd-d017-4cf7-b169-ce2ec91df91a,C0040,2023-08-29,2023-08-31,low,email,1
34095ba0-68fa-4978-9046-52517fd3c09b,C0041,2023-08-30,2023-09-01,low,email,2
64c8ee4c-e996-4aa2-b036-addff8312d2d,C0042,2023-08-31,2023-09-02,low,email,2
ae07fbab-4454-4c9a-bfa3-90dffe3201fe,C0043,2023-09-01,2023-09-03,low,email,3
19edd91e-dd04-40c1-a1d2-0b45a67896d6,C0044,2023-09-02,2023-09-04,low,email,3
f2f4395d-5013-4a39-9e1a-a1b9e1e9f1b9,C0045,2023-09-03,2023-09-05,medium,chat,4
6028c956-2d58-46c7-8a1a-275b61b52cec,C0046,2023-09-04,2023-09-06,medium,chat,4
577b119a-0539-4ea7-b268-1a3f115561e4,C0047,2023-09-05,2023-09-07,medium,chat,4
94cf585d-1163-4f76-818e-b83a98aed450,C0048,2023-09-06,2023-09-08,high,phone,5
94246329-26c9-4761-8716-02a596b0200a,C0049,2023-09-07,2023-09-06,critical,self-service,5
e313e016-7101-4365-933c-ab0be41f4dd2,C0050,2023-09-08,2023-09-10,low,email,1
7e808e85-b6aa-4c8d-9243-c063390134f1,C0051,2023-09-09,2023-09-11,low,email,2
c838fc74-97ef-446a-8124-29310cdf3c9b,C0052,2023-09-10,2023-09-12,low,email,2
f744fbf8-c5bc-40fe-9cd2-f053d63e5e44,C0053,2023-09-11,2023-09-13,low,email,3
7c4d22d1-d007-4d3f-9ba5-63c200b0ec1e,C0054,2023-09-12,2023-09-14,low,email,3
f8ef1bc3-3f95-4230-8189-12b3193134ba,C0055,2023-09-13,2023-09-15,medium,chat,4
212ad9a8-1ab5-4d06-95d7-574e76d3a2e3,C0056,2023-09-14,2023-09-16,medium,chat,4
6f501a96-ed6d-4a13-8231-2a54d6ae599f,C0057,2023-09-15,2023-09-17,medium,chat,4
ac4b5919-abb0-4b5d-a373-8c18888009c7,C0058,2023-09-16,2023-09-18,high,phone,5
8082610a-11ba-40a9-b037-2c89d3931ff3,C0059,2023-09-17,2023-09-16,critical,self-service,5
9a660a0f-d117-4c7b-a042-7cd406c33089,C0060,2023-09-18,2023-09-20,low,email,1
961e9529-7f60-4be7-8d4e-ef141b377502,C0061,2023-09-19,2023-09-21,low,email,2
2f1a9880-3f86-40b9-bd54-a46d5cc4beef,C0062,2023-09-20,2023-09-22,low,email,2
26de1b19-bb81-42b2-891d-c9ea2fea134f,C0063,2023-09-21,2023-09-23,low,email,3
d42ad8e8-5e85-44f8-8a40-8d267706cfd6,C0064,2023-09-22,2023-09-24,low,email,3
5623a575-dd0f-435f-97ec-57ec7bdb9ba7,C0065,2023-09-23,2023-09-25,medium,chat,4
c0e2c0d3-6d2b-49d0-986b-4e09c102644e,C0066,2023-09-24,2023-09-26,medium,chat,4
1703a852-ed2b-4864-b721-b0a96507d4b8,C0067,2023-09-25,2023-09-27,medium,chat,4
